Gene,Weight
ddbt,0.0031421447911718784
prd,0.0014880901780002054
lncRNA:CR45937,0.00128061460937464
CG46388,0.0007541354010522713
lncRNA:CR46084,0.0006150547685498962
gammaTry,0.0005291836736437828
CR43687,0.00048411710063210253
Acp53Ea,0.0004815885748151632
Fbp2,0.0004731955136555964
deltaTry,0.00047113040923435945
CG1387,0.0004589978171194968
CG14260,0.00045489193686412503
CG43996,0.0004529915941138697
CG14565,0.0003580804869726554
CG34002,0.0003463419895500657
lncRNA:CR45243,0.00034463997763110074
asRNA:CR45371,0.0003289408833296647
CG5681,0.00031269389372578994
CG7126,0.00031263362377596105
snk,0.0003022963494338863
CG8476,0.0002962087887468155
bgcn,0.0002922141788645956
lncRNA:CR45377,0.0002883167712046875
CG31055,0.0002669445691367588
asRNA:CR45834,0.0002661727768277412
5.8SrRNA-Psi:CR45854,0.0002648788694875598
CG18789,0.0002615446628878362
lncRNA:CR45888,0.0002615029612347378
CG11060,0.0002563563469722374
CG6839,0.00024913077113737116
CG16824,0.00024531368332492625
Cp36,0.00024263372925444816
lncRNA:CR45363,0.000241178619787714
CG31041,0.00023135980582629704
CG18128,0.00023126321970911415
CG14106,0.00022909111041143282
RpS10a,0.00022531305583930444
CG32568,0.00022302311441038713
asRNA:CR45960,0.00022285037842770703
lncRNA:CR45693,0.00022216809583650634
CR43170,0.00022079620922077917
lncRNA:CR45280,0.00021446749893502625
CR30409,0.00021282116828177233
lncRNA:CR45651,0.00021058423422380513
CheA84a,0.00020561059485815991
Acam,0.00020527001790780828
asRNA:CR45140,0.00020462445109185675
lncRNA:CR43635,0.00020447552769054162
asRNA:CR44087,0.00020322329229998303
CG7968,0.00020113458783680536
lncRNA:CR45698,0.00019795049312833362
CG34315,0.0001900278787218415
asRNA:CR44960,0.00018631159090221405
CG9101,0.00018401075691863212
h-cup,0.00018371218676826735
CG34206,0.00018294384938328815
CG12674,0.00018132834351293253
asRNA:CR46091,0.00018075890201403518
CG45603,0.00017972784490669793
CG8160,0.00017643416044987154
lncRNA:CR43905,0.00017573571096956276
lncRNA:CR45455,0.0001746051750404252
CG44433,0.0001744488802103004
Cpr49Ac,0.00017144318343510333
Ir52c,0.0001695679928777128
Tssk,0.00016882131891178548
lncRNA:CR46260,0.00016811053441175426
asRNA:CR44989,0.00016535284300094077
CycA,0.00016394328523739937
asRNA:CR45943,0.0001632541557978734
Lip3,0.00016266649170470048
CG10764,0.0001626180160696997
CG4988,0.0001625749100143691
Lectin-galC1,0.00016244891981166294
tor,0.00016213328976955055
lncRNA:CR44445,0.00016092734390663567
Ir60d,0.00016077409854637267
hog,0.00015948334968813563
CG7573,0.00015705550347884617
CG30384,0.00015697297396296381
Sfp78E,0.0001566988101310051
lncRNA:CR45380,0.00015559210393944586
Ir52b,0.00015536294158957625
CG32181,0.00015046742147456642
CheB38c,0.00014884429086463622
CG15025,0.00014795036934076887
Or33b,0.0001479270270433898
CG17199,0.0001462267174141318
Gr59e,0.00014475378255912003
lncRNA:CR45454,0.00014394964093893464
stil,0.00014262612879421282
neb,0.0001425488380011221
D12,0.00014197723223322177
ninaC,0.00013791622068675115
lectin-37Da,0.00013685642407763616
corolla,0.00013627853227151667
asRNA:CR44176,0.00013375759371679128
CG17764,0.00013114668801464483
Gr98d,0.0001311164658721267
CR33797,0.00013081736118914278
asRNA:CR46145,0.0001302045868140411
ec,0.00013003661972820895
lncRNA:CR46143,0.0001300324327351496
asRNA:CR45167,0.0001298015401055807
CG32313,0.0001286927639394699
Cp19,0.00012723469576260098
CG43327,0.00012658512174736983
